"Region","Country","Category","Channel","Year","Quarter","Revenue","Quantity","Profit","Transactions"
"Western Europe","France","Home & Garden","Online",2023,3,87691.085600527,1170,15738.5069626425,162
"Southern Europe","Italy","Home & Garden","Online",2023,3,6820.32149052247,67,632.241702307559,276
"Southern Europe","Spain","Home & Garden","Online",2023,3,83351.077309344,1930,14281.443499413,266
"Northern Europe","United Kingdom","Home & Garden","Online",2023,3,43120.507048443,1213,10071.1403103939,421
"Western Europe","Netherlands","Home & Garden","Online",2023,3,68845.5373828765,578,5706.7237545087,195
"Western Europe","Belgium","Home & Garden","Online",2023,3,16273.8604831975,533,2272.61456183419,364
"Western Europe","Switzerland","Home & Garden","Online",2023,3,50260.3122487199,1597,10881.9959876377,71
"Western Europe","Austria","Home & Garden","Online",2023,3,92907.2965565138,1368,19220.187862357,223
"Central Europe","Poland","Home & Garden","Online",2023,3,59609.7374602687,1437,10457.2334805519,309
"Western Europe","Germany","Electronics","Retail",2023,3,137567.100101151,191,14130.5103499047,372
"Western Europe","France","Electronics","Retail",2023,3,115130.524197011,1090,12450.8074702785,472
"Southern Europe","Italy","Electronics","Retail",2023,3,97417.4891912844,94,21261.2266218787,172
"Southern Europe","Spain","Electronics","Retail",2023,3,120704.942690791,1004,12433.863432054,103
"Northern Europe","United Kingdom","Electronics","Retail",2023,3,139105.37088057,910,31566.6969734037,242
"Western Europe","Netherlands","Electronics","Retail",2023,3,30936.8053864455,1305,3763.56810424877,392
"Western Europe","Belgium","Electronics","Retail",2023,3,34985.9620729694,1442,3248.25727460245,264
"Western Europe","Switzerland","Electronics","Retail",2023,3,21414.0798331937,369,1919.31249232159,247
"Western Europe","Austria","Electronics","Retail",2023,3,125648.088842863,1974,28107.7982631772,42
"Central Europe","Poland","Electronics","Retail",2023,3,122335.613993928,1653,21324.7918087238,427
"Western Europe","Germany","Clothing","Retail",2023,3,31530.6487004273,1305,4665.11783074294,287
"Western Europe","France","Clothing","Retail",2023,3,47657.8100107145,1326,11375.64728944,394
"Southern Europe","Italy","Clothing","Retail",2023,3,64458.4771909285,1976,15275.7108222082,113
"Southern Europe","Spain","Clothing","Retail",2023,3,40237.5345397741,1488,7162.30550674772,180
"Northern Europe","United Kingdom","Clothing","Retail",2023,3,41320.3000975773,1337,5337.15604505876,267
"Western Europe","Netherlands","Clothing","Retail",2023,3,91875.6832589861,1984,18298.2071582937,120
"Western Europe","Belgium","Clothing","Retail",2023,3,42078.2866934314,988,7592.98103287554,456
"Western Europe","Switzerland","Clothing","Retail",2023,3,11677.9071488418,839,1071.23389798443,347
"Western Europe","Austria","Clothing","Retail",2023,3,72213.1280240137,1509,8878.54537548233,256
"Central Europe","Poland","Clothing","Retail",2023,3,70834.6973219886,1148,6411.90019138597,271
"Western Europe","Germany","Food & Beverage","Retail",2023,3,14133.9925688226,304,2743.52808961608,152
"Western Europe","France","Food & Beverage","Retail",2023,3,8505.80680649728,806,947.987786455142,430
"Southern Europe","Italy","Food & Beverage","Retail",2023,3,43089.3114872742,1987,9787.07142963386,416
"Southern Europe","Spain","Food & Beverage","Retail",2023,3,6096.03639575653,989,1280.02347401481,229
"Northern Europe","United Kingdom","Food & Beverage","Retail",2023,3,58949.6465108823,1161,12367.6879567191,394
"Western Europe","Netherlands","Food & Beverage","Retail",2023,3,94770.2429583296,1128,10613.9025079038,83
"Western Europe","Belgium","Food & Beverage","Retail",2023,3,37613.7068402022,1540,3934.23980850161,36
"Western Europe","Switzerland","Food & Beverage","Retail",2023,3,28227.3365883157,1332,5673.77823714221,498
"Western Europe","Austria","Food & Beverage","Retail",2023,3,56459.3128545675,239,13051.2104775195,392
"Central Europe","Poland","Food & Beverage","Retail",2023,3,16181.9159076549,1437,2431.86096887684,330
"Western Europe","Germany","Home & Garden","Retail",2023,3,40616.3032422774,1114,5437.394344375,13
"Western Europe","France","Home & Garden","Retail",2023,3,36113.5561019182,152,6875.77224146255,427
"Southern Europe","Italy","Home & Garden","Retail",2023,3,94984.546364285,525,17243.9522772084,172
"Southern Europe","Spain","Home & Garden","Retail",2023,3,91504.616671009,1548,9644.00597602446,155
"Northern Europe","United Kingdom","Home & Garden","Retail",2023,3,77432.2479707189,972,18111.9197979644,357
"Western Europe","Netherlands","Home & Garden","Retail",2023,3,77017.1170390677,243,8404.34560629546,50
"Western Europe","Belgium","Home & Garden","Retail",2023,3,99856.6292657051,635,18672.0158707638,55
"Western Europe","Switzerland","Home & Garden","Retail",2023,3,60138.1334522739,588,9498.73027572407,152
"Western Europe","Austria","Home & Garden","Retail",2023,3,25261.9972359389,1006,3440.69486642426,471
"Central Europe","Poland","Home & Garden","Retail",2023,3,17687.4303491786,1783,2669.86934124147,13
"Western Europe","Germany","Electronics","Wholesale",2023,3,240800.460098544,165,46666.111018849,184
"Western Europe","France","Electronics","Wholesale",2023,3,294843.163633486,268,25433.452681687,55
"Southern Europe","Italy","Electronics","Wholesale",2023,3,294883.905871538,1551,40330.6098629253,134
"Southern Europe","Spain","Electronics","Wholesale",2023,3,50751.3904001098,797,10137.4486413927,20
"Northern Europe","United Kingdom","Electronics","Wholesale",2023,3,191211.266034516,1910,28141.6360108547,439
"Western Europe","Netherlands","Electronics","Wholesale",2023,3,259583.239203785,1710,21896.6378579375,443
"Western Europe","Belgium","Electronics","Wholesale",2023,3,54725.447720848,848,13376.6787840329,97
"Western Europe","Switzerland","Electronics","Wholesale",2023,3,119475.448614685,1733,16443.1040693085,75
"Western Europe","Austria","Electronics","Wholesale",2023,3,59782.1147495415,546,13693.7705372981,450
"Central Europe","Poland","Electronics","Wholesale",2023,3,142634.35276458,1861,24067.6943407947,101
"Western Europe","Germany","Clothing","Wholesale",2023,3,102316.170064732,1393,18237.5497928366,133
"Western Europe","France","Clothing","Wholesale",2023,3,190538.57767256,1015,23060.4543107589,24
"Southern Europe","Italy","Clothing","Wholesale",2023,3,181903.237220831,1331,17395.3964444003,311
"Southern Europe","Spain","Clothing","Wholesale",2023,3,188631.293338258,1611,17661.7699439793,58
"Northern Europe","United Kingdom","Clothing","Wholesale",2023,3,156963.714959566,244,38172.2246996491,488
"Western Europe","Netherlands","Clothing","Wholesale",2023,3,27520.0872868299,1969,3815.71374587858,69
"Western Europe","Belgium","Clothing","Wholesale",2023,3,13086.2516281195,541,2857.32770025181,297
"Western Europe","Switzerland","Clothing","Wholesale",2023,3,73366.8215270154,193,11557.2086120728,397
"Western Europe","Austria","Clothing","Wholesale",2023,3,55952.0875429735,363,5356.51060343368,283
"Central Europe","Poland","Clothing","Wholesale",2023,3,160493.436467368,1582,17688.4413397628,369
"Western Europe","Germany","Food & Beverage","Wholesale",2023,3,104313.537159469,284,22892.5107484666,173
"Western Europe","France","Food & Beverage","Wholesale",2023,3,107637.027159799,901,10209.3548500237,288
"Southern Europe","Italy","Food & Beverage","Wholesale",2023,3,23756.3569447957,1082,5011.16475341924,49
"Southern Europe","Spain","Food & Beverage","Wholesale",2023,3,75576.4289526269,1449,7538.03352855676,216
"Northern Europe","United Kingdom","Food & Beverage","Wholesale",2023,3,153701.738845557,522,31830.7864966684,154
"Western Europe","Netherlands","Food & Beverage","Wholesale",2023,3,83172.6186675951,1507,10875.5409916123,415
"Western Europe","Belgium","Food & Beverage","Wholesale",2023,3,11314.9975799024,1937,2285.30253535342,35
"Western Europe","Switzerland","Food & Beverage","Wholesale",2023,3,146503.453743644,376,19824.771471062,456
"Western Europe","Austria","Food & Beverage","Wholesale",2023,3,115824.173132423,1278,23529.933071927,388
"Central Europe","Poland","Food & Beverage","Wholesale",2023,3,23315.6990422867,267,5520.23895752726,146
"Western Europe","Germany","Home & Garden","Wholesale",2023,3,76085.140905343,1418,15001.7577103134,112
"Western Europe","France","Home & Garden","Wholesale",2023,3,88471.0553707555,91,8570.82105755298,132
"Southern Europe","Italy","Home & Garden","Wholesale",2023,3,69214.4877952524,1824,15381.0028021693,123
"Southern Europe","Spain","Home & Garden","Wholesale",2023,3,150137.91395817,1469,28561.8040208898,334
"Northern Europe","United Kingdom","Home & Garden","Wholesale",2023,3,83784.6539379098,1676,10618.9858489018,346
"Western Europe","Netherlands","Home & Garden","Wholesale",2023,3,127690.612848382,782,17555.9950969632,303
"Western Europe","Belgium","Home & Garden","Wholesale",2023,3,128472.840886097,922,22987.079339476,383
"Western Europe","Switzerland","Home & Garden","Wholesale",2023,3,162458.342909813,1225,27827.3010017113,371
"Western Europe","Austria","Home & Garden","Wholesale",2023,3,134272.908084095,1631,23598.6715796266,114
"Central Europe","Poland","Home & Garden","Wholesale",2023,3,139096.092421096,1843,17121.516342397,98
"Western Europe","Germany","Electronics","Online",2024,3,66032.562328619,1106,11372.8759771019,193
"Western Europe","France","Electronics","Online",2024,3,102013.572806027,1343,21843.520352031,345
"Southern Europe","Italy","Electronics","Online",2024,3,11364.2833102494,263,1265.04949915302,196
"Southern Europe","Spain","Electronics","Online",2024,3,123769.8774616,542,10833.2025414504,365
"Northern Europe","United Kingdom","Electronics","Online",2024,3,18193.5960205738,512,3325.75319913733,335
"Western Europe","Netherlands","Electronics","Online",2024,3,135887.554144138,1300,23834.2618584007,273
"Western Europe","Belgium","Electronics","Online",2024,3,17592.8809546167,1540,2657.0356739352,102
"Western Europe","Switzerland","Electronics","Online",2024,3,34735.082127736,990,5792.70865106129,342
"Western Europe","Austria","Electronics","Online",2024,3,118212.417857721,1038,24237.8063110197,496
"Central Europe","Poland","Electronics","Online",2024,3,36446.5242734877,1474,8210.03138712423,339
"Western Europe","Germany","Clothing","Online",2024,3,43357.628500089,202,7521.09834222892,181
"Western Europe","France","Clothing","Online",2024,3,47387.1596739627,1047,7103.50001383339,260
"Southern Europe","Italy","Clothing","Online",2024,3,62598.0695313774,151,7511.82174273002,491
"Southern Europe","Spain","Clothing","Online",2024,3,59762.3455605935,1113,11793.784275424,266
"Northern Europe","United Kingdom","Clothing","Online",2024,3,10653.1428173184,1357,2170.07414475793,288
"Western Europe","Netherlands","Clothing","Online",2024,3,22353.1830706634,1582,4278.37192650661,260
"Western Europe","Belgium","Clothing","Online",2024,3,33131.5578694921,260,6517.93971026706,483
"Western Europe","Switzerland","Clothing","Online",2024,3,40727.5131903589,701,5050.35478955092,435
"Western Europe","Austria","Clothing","Online",2024,3,72744.114472298,250,9604.84858479762,116
"Central Europe","Poland","Clothing","Online",2024,3,16889.1156697646,1192,2690.87236777268,248
"Western Europe","Germany","Food & Beverage","Online",2024,3,45777.1763321944,863,6486.68654140504,16
"Western Europe","France","Food & Beverage","Online",2024,3,7885.81865956075,172,1229.90917633835,104
"Southern Europe","Italy","Food & Beverage","Online",2024,3,48146.0235943086,140,11899.8346341702,89
"Southern Europe","Spain","Food & Beverage","Online",2024,3,80459.2720780056,887,18316.9538278978,91
"Northern Europe","United Kingdom","Food & Beverage","Online",2024,3,49771.2671488989,1183,8642.27972952296,216
"Western Europe","Netherlands","Food & Beverage","Online",2024,3,27457.0130149368,691,4971.65754831446,286
"Western Europe","Belgium","Food & Beverage","Online",2024,3,89268.3265835512,548,11868.0987863361,132
"Western Europe","Switzerland","Food & Beverage","Online",2024,3,16965.5145879369,1864,3129.03091180346,298
"Western Europe","Austria","Food & Beverage","Online",2024,3,30584.5829017926,977,3907.18670269921,94
"Central Europe","Poland","Food & Beverage","Online",2024,3,88833.5239770822,858,22064.1706001795,148
"Western Europe","Germany","Home & Garden","Online",2024,3,76299.3830791675,793,15530.8707464268,240
"Western Europe","France","Home & Garden","Online",2024,3,14280.8294470888,1470,2748.18411199154,208
"Southern Europe","Italy","Home & Garden","Online",2024,3,82478.8665107917,124,15692.8975844508,469
"Southern Europe","Spain","Home & Garden","Online",2024,3,86547.337740194,287,16362.2616393346,397
"Northern Europe","United Kingdom","Home & Garden","Online",2024,3,16129.943478154,1783,3273.14725156388,224
"Western Europe","Netherlands","Home & Garden","Online",2024,3,18052.7304264251,626,3600.24888630574,426
"Western Europe","Belgium","Home & Garden","Online",2024,3,57084.4147610478,900,8206.18221445795,481
"Western Europe","Switzerland","Home & Garden","Online",2024,3,10607.8167667147,1903,2542.30086188881,164
"Western Europe","Austria","Home & Garden","Online",2024,3,52074.7126615606,1798,6643.21344638544,204
"Central Europe","Poland","Home & Garden","Online",2024,3,5704.66469158418,697,1263.09223086244,395
"Western Europe","Germany","Electronics","Retail",2024,3,128381.784204394,1950,11530.8191688699,32
"Western Europe","France","Electronics","Retail",2024,3,16441.3522806717,912,3083.11633667829,304
"Southern Europe","Italy","Electronics","Retail",2024,3,124327.924982063,1912,25646.1608724035,329
"Southern Europe","Spain","Electronics","Retail",2024,3,84358.8419118896,765,10629.6027959276,422
"Northern Europe","United Kingdom","Electronics","Retail",2024,3,78610.3640991496,1050,19343.2699040422,289
"Western Europe","Netherlands","Electronics","Retail",2024,3,10667.3932168633,64,2013.04920624912,472
"Western Europe","Belgium","Electronics","Retail",2024,3,86458.2716790028,369,7450.8228436808,174
"Western Europe","Switzerland","Electronics","Retail",2024,3,110085.408415762,698,19217.0825372423,357
"Western Europe","Austria","Electronics","Retail",2024,3,41089.4201748306,1126,8444.49155507563,106
"Central Europe","Poland","Electronics","Retail",2024,3,123192.854569643,540,10549.8343890594,388
"Western Europe","Germany","Clothing","Retail",2024,3,45040.020220913,1360,4248.09302678726,116
"Western Europe","France","Clothing","Retail",2024,3,58666.502329288,1424,5308.22047206454,447
"Southern Europe","Italy","Clothing","Retail",2024,3,19410.6245378498,1002,2716.56447720774,61
"Southern Europe","Spain","Clothing","Retail",2024,3,23505.2813729271,896,2025.7774509715,35
"Northern Europe","United Kingdom","Clothing","Retail",2024,3,20844.3884609733,796,3248.92628489357,57
"Western Europe","Netherlands","Clothing","Retail",2024,3,84335.409355117,1959,19956.8853869971,369
"Western Europe","Belgium","Clothing","Retail",2024,3,15552.4479271844,1803,2837.80958679624,41
"Western Europe","Switzerland","Clothing","Retail",2024,3,30466.6601296049,390,6227.69081316998,120
"Western Europe","Austria","Clothing","Retail",2024,3,80855.6921803392,413,11287.991662764,480
"Central Europe","Poland","Clothing","Retail",2024,3,33398.2937783003,1599,2725.09332398454,16
"Western Europe","Germany","Food & Beverage","Retail",2024,3,87419.0314870793,1754,18155.717276016,132
"Western Europe","France","Food & Beverage","Retail",2024,3,8745.20847457461,427,1710.20799906851,183
"Southern Europe","Italy","Food & Beverage","Retail",2024,3,37283.233453054,1884,5107.72345995614,420
"Southern Europe","Spain","Food & Beverage","Retail",2024,3,34411.6290693637,1522,5826.78888196907,411
"Northern Europe","United Kingdom","Food & Beverage","Retail",2024,3,17298.1001099106,1145,3084.31596372498,473
"Western Europe","Netherlands","Food & Beverage","Retail",2024,3,40514.2760707531,1899,5988.36357117109,218
"Western Europe","Belgium","Food & Beverage","Retail",2024,3,49171.7347479425,1276,10927.6506070479,272
"Western Europe","Switzerland","Food & Beverage","Retail",2024,3,9427.77794436552,349,1120.09224097237,238
"Western Europe","Austria","Food & Beverage","Retail",2024,3,98814.0389276668,1756,21932.2940376296,336
"Central Europe","Poland","Food & Beverage","Retail",2024,3,91302.9713870492,179,8890.78429505879,285
"Western Europe","Germany","Home & Garden","Retail",2024,3,98042.0639342628,1676,17474.9543347253,357
"Western Europe","France","Home & Garden","Retail",2024,3,21194.8603077326,884,4599.09238633486,221
"Southern Europe","Italy","Home & Garden","Retail",2024,3,9059.7655356396,1609,1933.89663914926,429
"Southern Europe","Spain","Home & Garden","Retail",2024,3,18569.0745757893,1324,2375.70147643822,240
"Northern Europe","United Kingdom","Home & Garden","Retail",2024,3,39255.1799467765,525,8971.15481035277,116
"Western Europe","Netherlands","Home & Garden","Retail",2024,3,56719.9522163719,1856,8851.47131535521,206
"Western Europe","Belgium","Home & Garden","Retail",2024,3,94052.6787610725,1300,12992.3582146208,134
"Western Europe","Switzerland","Home & Garden","Retail",2024,3,65377.1422593854,1434,13247.2312099888,339
"Western Europe","Austria","Home & Garden","Retail",2024,3,51050.92050042,1978,5357.2148468043,290
"Central Europe","Poland","Home & Garden","Retail",2024,3,13160.1416133344,869,2627.09035977267,463
"Western Europe","Germany","Electronics","Wholesale",2024,3,284300.258313306,1363,31540.2879207408,61
"Western Europe","France","Electronics","Wholesale",2024,3,113813.424966065,1911,15819.0897839034,479
"Southern Europe","Italy","Electronics","Wholesale",2024,3,120263.673642185,1771,18791.6581221915,474
"Southern Europe","Spain","Electronics","Wholesale",2024,3,192882.391753374,1354,25083.5892292249,246
"Northern Europe","United Kingdom","Electronics","Wholesale",2024,3,222310.660238145,268,52271.1336107535,379
"Western Europe","Netherlands","Electronics","Wholesale",2024,3,71409.5110574272,460,13025.1358798941,340
"Western Europe","Belgium","Electronics","Wholesale",2024,3,182783.832022687,1058,27647.9450241807,314
"Western Europe","Switzerland","Electronics","Wholesale",2024,3,255225.692584645,1512,25596.1424271062,118
"Western Europe","Austria","Electronics","Wholesale",2024,3,299823.02420307,784,35841.5302699888,323
"Central Europe","Poland","Electronics","Wholesale",2024,3,18259.9010725971,1992,3386.16292296123,395
"Western Europe","Germany","Clothing","Wholesale",2024,3,166053.051503841,709,32670.7869978849,357
"Western Europe","France","Clothing","Wholesale",2024,3,49068.5270307586,698,8670.7414140162,383
"Southern Europe","Italy","Clothing","Wholesale",2024,3,31622.9217266664,572,4433.93584627936,146
"Southern Europe","Spain","Clothing","Wholesale",2024,3,140736.276083626,880,25588.3981541229,362
"Northern Europe","United Kingdom","Clothing","Wholesale",2024,3,61862.6506906003,1934,15139.0955790662,209
"Western Europe","Netherlands","Clothing","Wholesale",2024,3,166402.277038433,1384,24359.7967379532,307
"Western Europe","Belgium","Clothing","Wholesale",2024,3,132435.316413175,372,29795.0944235432,148
"Western Europe","Switzerland","Clothing","Wholesale",2024,3,110301.433373243,1583,9617.05884924429,15
"Western Europe","Austria","Clothing","Wholesale",2024,3,15443.6839395203,849,2350.57193316494,426
"Central Europe","Poland","Clothing","Wholesale",2024,3,64562.3074588366,294,5410.73410585838,57
"Western Europe","Germany","Food & Beverage","Wholesale",2024,3,16760.8704068698,1850,1432.25207624376,417
"Western Europe","France","Food & Beverage","Wholesale",2024,3,180594.911191147,1690,17462.8053431541,391
"Southern Europe","Italy","Food & Beverage","Wholesale",2024,3,34884.0979323722,1468,8381.79700076167,77
"Southern Europe","Spain","Food & Beverage","Wholesale",2024,3,19774.3768733926,1491,3742.67076543445,270
"Northern Europe","United Kingdom","Food & Beverage","Wholesale",2024,3,79149.8393355869,461,8308.4850947752,365
"Western Europe","Netherlands","Food & Beverage","Wholesale",2024,3,142141.34877082,712,21991.7204736596,338
"Western Europe","Belgium","Food & Beverage","Wholesale",2024,3,179538.734953385,1913,26731.205336087,457
"Western Europe","Switzerland","Food & Beverage","Wholesale",2024,3,56412.4770625494,549,6732.59038856913,234
"Western Europe","Austria","Food & Beverage","Wholesale",2024,3,84473.6154191196,692,16629.9026031084,323
"Central Europe","Poland","Food & Beverage","Wholesale",2024,3,127829.432373401,1410,14944.4921092329,282
"Western Europe","Germany","Home & Garden","Wholesale",2024,3,117254.425678402,300,25945.6798363511,19
"Western Europe","France","Home & Garden","Wholesale",2024,3,17866.2985144183,448,3583.87537118906,402
"Southern Europe","Italy","Home & Garden","Wholesale",2024,3,100106.262308545,1008,16912.3896718173,218
"Southern Europe","Spain","Home & Garden","Wholesale",2024,3,190348.994361702,1121,16962.6123329132,138
"Northern Europe","United Kingdom","Home & Garden","Wholesale",2024,3,55662.9555509426,1522,10363.0227612838,138
"Western Europe","Netherlands","Home & Garden","Wholesale",2024,3,138846.923417877,1300,29349.4531457585,420
"Western Europe","Belgium","Home & Garden","Wholesale",2024,3,183552.114986815,364,26622.6760751278,354
"Western Europe","Switzerland","Home & Garden","Wholesale",2024,3,18660.4899633676,1374,3629.0260145963,99
"Western Europe","Austria","Home & Garden","Wholesale",2024,3,35921.1549372412,1807,3050.03645244202,90
"Central Europe","Poland","Home & Garden","Wholesale",2024,3,29067.3042810522,573,3274.79895677934,476
"Western Europe","Germany","Electronics","Online",2022,4,65875.7826348301,224,13482.0155944862,193
"Western Europe","France","Electronics","Online",2022,4,145717.567942338,1318,23078.931842516,56
"Southern Europe","Italy","Electronics","Online",2022,4,59367.8127910243,855,9276.18001906511,34
"Southern Europe","Spain","Electronics","Online",2022,4,110798.451430164,1346,24198.0163139361,206
"Northern Europe","United Kingdom","Electronics","Online",2022,4,107632.120518247,1932,25255.5820784826,135
"Western Europe","Netherlands","Electronics","Online",2022,4,11036.0805178061,609,2593.24247618858,163
"Western Europe","Belgium","Electronics","Online",2022,4,142304.792004288,692,33551.7029127664,185
"Western Europe","Switzerland","Electronics","Online",2022,4,83522.5400375202,337,19911.5990770598,344
"Western Europe","Austria","Electronics","Online",2022,4,106724.056159146,216,18327.0040687984,158
"Central Europe","Poland","Electronics","Online",2022,4,13949.1941349115,1574,2644.76812216473,395
"Western Europe","Germany","Clothing","Online",2022,4,92074.285754934,1392,8316.02395988549,191
"Western Europe","France","Clothing","Online",2022,4,8120.20099372603,307,1222.61914044631,469
"Southern Europe","Italy","Clothing","Online",2022,4,78843.2378869038,1336,13238.6666278121,139
"Southern Europe","Spain","Clothing","Online",2022,4,54983.4686983377,1663,10713.8563735305,304
"Northern Europe","United Kingdom","Clothing","Online",2022,4,30281.5789461602,432,4288.23644980849,20
"Western Europe","Netherlands","Clothing","Online",2022,4,52968.9275298733,842,7822.8378383123,128
"Western Europe","Belgium","Clothing","Online",2022,4,55587.0493245311,158,6761.46369883623,485
"Western Europe","Switzerland","Clothing","Online",2022,4,13252.6724727359,368,1416.06528507084,233
"Western Europe","Austria","Clothing","Online",2022,4,91982.1358274203,620,15657.7582963612,462
"Central Europe","Poland","Clothing","Online",2022,4,58580.7849350385,1913,12660.4743165885,316
"Western Europe","Germany","Food & Beverage","Online",2022,4,10626.8999900203,963,1650.02021035442,30
"Western Europe","France","Food & Beverage","Online",2022,4,68908.9409541339,1208,14373.1730502048,374
"Southern Europe","Italy","Food & Beverage","Online",2022,4,64595.6543867942,253,12174.7964620081,314
"Southern Europe","Spain","Food & Beverage","Online",2022,4,11921.2648947723,1768,2770.24998682992,119
"Northern Europe","United Kingdom","Food & Beverage","Online",2022,4,46581.9801471662,581,6759.80172786657,317
"Western Europe","Netherlands","Food & Beverage","Online",2022,4,65946.3708673138,1851,15950.7008987805,205
"Western Europe","Belgium","Food & Beverage","Online",2022,4,81947.1012777649,297,16456.0363135452,277
"Western Europe","Switzerland","Food & Beverage","Online",2022,4,42216.5323433001,813,10047.9553841026,495
"Western Europe","Austria","Food & Beverage","Online",2022,4,78475.1665755175,1835,11277.1695678377,56
"Central Europe","Poland","Food & Beverage","Online",2022,4,87972.5368891377,388,18778.2800847412,88
"Western Europe","Germany","Home & Garden","Online",2022,4,63739.746066276,465,7473.39550427452,403
"Western Europe","France","Home & Garden","Online",2022,4,38984.7474812996,421,6336.12131314336,19
"Southern Europe","Italy","Home & Garden","Online",2022,4,93564.3847088795,1632,18320.73084917,344
"Southern Europe","Spain","Home & Garden","Online",2022,4,75749.2831267882,1872,12030.3297167552,177
"Northern Europe","United Kingdom","Home & Garden","Online",2022,4,11038.9592021238,387,2645.53462771973,394
"Western Europe","Netherlands","Home & Garden","Online",2022,4,15279.3332340661,589,2105.11164656489,19
"Western Europe","Belgium","Home & Garden","Online",2022,4,82783.8996995706,1248,6628.09604433713,233
"Western Europe","Switzerland","Home & Garden","Online",2022,4,80342.3091117293,366,9396.44707017999,58
"Western Europe","Austria","Home & Garden","Online",2022,4,10425.168442307,511,897.932390194179,11
"Central Europe","Poland","Home & Garden","Online",2022,4,91223.9586771466,480,12698.3545656791,405
"Western Europe","Germany","Electronics","Retail",2022,4,110333.502439898,603,10663.9666180744,412
"Western Europe","France","Electronics","Retail",2022,4,136135.746741202,1774,27793.1439715953,309
"Southern Europe","Italy","Electronics","Retail",2022,4,83839.2827898497,1307,17194.2922783661,281
"Southern Europe","Spain","Electronics","Retail",2022,4,57166.855330579,1797,10887.9694437549,35
"Northern Europe","United Kingdom","Electronics","Retail",2022,4,126244.306315784,1678,29107.2060243336,127
"Western Europe","Netherlands","Electronics","Retail",2022,4,120121.881236555,521,11937.2010857096,199
"Western Europe","Belgium","Electronics","Retail",2022,4,83225.7910998305,390,10477.3287854707,222
"Western Europe","Switzerland","Electronics","Retail",2022,4,118467.453592457,1431,27291.0071431158,201
"Western Europe","Austria","Electronics","Retail",2022,4,15816.1498879781,282,3877.43653760757,361
"Central Europe","Poland","Electronics","Retail",2022,4,72780.7357505662,1271,16978.6067017624,226
"Western Europe","Germany","Clothing","Retail",2022,4,7121.44883349538,440,1412.60862042708,17
"Western Europe","France","Clothing","Retail",2022,4,75289.4656022545,1653,17938.8664906106,114
"Southern Europe","Italy","Clothing","Retail",2022,4,72045.0231269933,267,14926.5125978936,491
"Southern Europe","Spain","Clothing","Retail",2022,4,5542.13364957832,1894,547.529113085125,24
"Northern Europe","United Kingdom","Clothing","Retail",2022,4,49721.5559135657,241,8528.39366530448,155
"Western Europe","Netherlands","Clothing","Retail",2022,4,61636.393488152,1106,8490.76371146793,390
"Western Europe","Belgium","Clothing","Retail",2022,4,31979.3912861496,587,6500.40516453963,350
"Western Europe","Switzerland","Clothing","Retail",2022,4,10245.832601795,1908,1413.71631139663,135
"Western Europe","Austria","Clothing","Retail",2022,4,40898.0575820897,1307,8491.22351677948,36
"Central Europe","Poland","Clothing","Retail",2022,4,55371.2686849758,1553,7497.76933587889,395
"Western Europe","Germany","Food & Beverage","Retail",2022,4,28842.9165910929,1102,3719.54524655585,63
"Western Europe","France","Food & Beverage","Retail",2022,4,94688.2167900912,1937,12181.040408149,267
"Southern Europe","Italy","Food & Beverage","Retail",2022,4,46561.385737732,467,5351.3514762214,362
"Southern Europe","Spain","Food & Beverage","Retail",2022,4,71601.3467230368,1482,9230.49859441597,116
"Northern Europe","United Kingdom","Food & Beverage","Retail",2022,4,21705.5497353431,693,2715.57903930541,460
"Western Europe","Netherlands","Food & Beverage","Retail",2022,4,27987.608157564,1132,3028.26799305811,354
"Western Europe","Belgium","Food & Beverage","Retail",2022,4,7249.90237504244,1454,782.563214824433,129
"Western Europe","Switzerland","Food & Beverage","Retail",2022,4,36233.2496256568,1126,4665.10981461119,406
"Western Europe","Austria","Food & Beverage","Retail",2022,4,44243.6854273546,1561,7388.80182310555,99
"Central Europe","Poland","Food & Beverage","Retail",2022,4,15331.6827910021,627,2190.71727714595,312
"Western Europe","Germany","Home & Garden","Retail",2022,4,85944.9647180736,93,20632.1710187196,125
"Western Europe","France","Home & Garden","Retail",2022,4,5860.6941672042,253,1043.50692015486,463
"Southern Europe","Italy","Home & Garden","Retail",2022,4,97127.5352349039,167,16639.1351395572,163
"Southern Europe","Spain","Home & Garden","Retail",2022,4,81441.4357626811,1295,16589.3017147743,267
"Northern Europe","United Kingdom","Home & Garden","Retail",2022,4,52598.7732806243,417,7041.52507709292,295
"Western Europe","Netherlands","Home & Garden","Retail",2022,4,93747.0182136167,1245,20742.3947005101,168
"Western Europe","Belgium","Home & Garden","Retail",2022,4,49445.961159654,544,9513.36112463786,237
"Western Europe","Switzerland","Home & Garden","Retail",2022,4,53542.7956015337,1467,6209.63243300131,107
"Western Europe","Austria","Home & Garden","Retail",2022,4,84061.0706899315,461,11698.9418728216,155
"Central Europe","Poland","Home & Garden","Retail",2022,4,20261.7117762566,164,3401.63317453532,390
"Western Europe","Germany","Electronics","Wholesale",2022,4,163588.034607237,841,38285.2176445114,125
"Western Europe","France","Electronics","Wholesale",2022,4,138566.522696055,1137,34411.876083199,46
"Southern Europe","Italy","Electronics","Wholesale",2022,4,109568.154072622,188,14208.4869132054,172
"Southern Europe","Spain","Electronics","Wholesale",2022,4,142686.769010033,1400,19227.7542927765,195
